store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Coastal Volkswagen,401065,1 Saturn Drive,,Hanover,MA,02339,USA,8666414798,42.1525,-70.8471,Fri:09:00-18:00; Mon:09:00-20:00; Sat:09:00-18:00; Sun:11:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Volkswagen of Manchester,401301,4847 Main Street,,Manchester Center,VT,05255,USA,8665761929,43.1767,-73.0584,Fri:08:00-17:00; Mon:08:00-17:00; Sat:08:00-16:00; Thu:08:00-17:00; Tue:08:00-17:00; Wed:08:00-17:00; Sun:closed; ,,0
Boston Volkswagen,401080,43 N Beacon St,,Watertown,MA,02472,USA,8445308087,42.3646,-71.1819,Fri:09:00-18:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
"Noyes Volkswagen, Inc.",401127,18 Production Ave,,Keene,NH,03431,USA,8556379120,42.9213,-72.3044,Fri:08:00-17:00; Mon:08:00-17:00; Sat:08:00-12:00; Thu:08:00-17:00; Tue:08:00-17:00; Wed:08:00-17:00; Sun:closed; ,,0
Colonial Volkswagen of Medford,401023,340 Mystic Avenue,,Medford,MA,02155,USA,8555904326,42.4034,-71.0986,Fri:07:30-17:00; Mon:07:30-19:00; Sat:08:00-16:00; Thu:07:30-19:00; Tue:07:30-19:00; Wed:07:30-19:00; Sun:closed; ,,0
"Minuteman Volkswagen, Inc.",401057,39 North Rd,,Bedford,MA,01730,USA,7812758000,42.4958,-71.2851,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Sun:09:00-15:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; ,,0
Scaffidi Motors,402655,3733 Stanley Street,,Stevens Point,WI,54481,USA,7153444100,44.5377,-89.5462,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-15:00; Thu:08:30-17:30; Tue:08:30-17:30; Wed:08:30-20:00; Sun:closed; ,,0
Gervais Volkswagen of Lowell,401036,6 Industrial Ave.,,Lowell,MA,01851,USA,9784541202,42.6147,-71.3214,Fri:07:30-17:00; Mon:07:30-17:00; Sat:07:30-15:30; Thu:07:30-17:00; Tue:07:30-17:00; Wed:07:30-17:00; Sun:closed; ,,0
AutoFair Volkswagen of Nashua,401121,717 Nh Route 101a,,Merrimack,NH,03054,USA,6039438700,42.8057,-71.5474,Fri:07:00-19:00; Mon:07:00-19:00; Sat:08:00-17:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Kelly Volkswagen,401016,72 Andover St,,Danvers,MA,01923,USA,9782082830,42.5522,-70.9610,Fri:08:00-18:00; Mon:08:00-20:00; Sat:08:30-18:00; Sun:11:30-17:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; ,,0
"Dave Syverson Volkswagen, Inc.",402417,2310 East Main Street,,Albert Lea,MN,56007,USA,8557461436,43.6559,-93.3345,Fri:08:00-18:00; Mon:08:00-20:00; Sat:08:00-16:00; Thu:08:00-20:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Commonwealth Volkswagen,401084,1 Commonwealth Drive,,Lawrence,MA,01841,USA,8662479391,42.7157,-71.1402,Fri:07:00-18:00; Mon:07:00-18:00; Sat:07:00-16:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Volkswagen of Sioux City,402300,3901 Stadium Dr,,Sioux City,IA,51106,USA,7122271678,42.4385,-96.3655,Fri:08:00-18:00; Mon:08:00-20:00; Sat:08:00-17:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; Sun:closed; ,,0
"Rochester Motors, LLC",402407,2720 Highway 52 N,,Rochester,MN,55901,USA,5074353154,44.0521,-92.4926,Fri:09:00-18:00; Mon:09:00-20:00; Sat:09:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
"Kinney Motors, Ltd.",401312,176 Us Route 7 S,,Rutland,VT,05701,USA,8027474384,43.5878,-72.9692,Fri:09:00-18:00; Mon:09:00-18:00; Sat:09:00-17:00; Thu:09:00-18:00; Tue:09:00-18:00; Wed:09:00-18:00; Sun:closed; ,,0
Quirk Volkswagen NH,401128,1100 S Willow St,,Manchester,NH,03103,USA,6032062990,42.9623,-71.4377,Fri:09:00-18:00; Mon:09:00-21:00; Sat:09:00-18:00; Sun:10:00-17:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
"Kocourek Wausau Imports, Inc.",402651,1501 Morning Glory Ln,,Wausau,WI,54401,USA,7153590303,44.9157,-89.6521,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Miller Volkswagen,401125,175 Heater Rd,,Lebanon,NH,03766,USA,8884108831,43.6509,-72.2443,Fri:08:00-17:00; Mon:08:00-17:00; Thu:08:00-17:00; Tue:08:00-17:00; Wed:08:00-17:00; Sun:closed; Sat:closed; ,,0
"Seacoast Volkswagen, Inc.",401106,95 Ocean Rd,,Greenland,NH,03840,USA,6035132944,43.0445,-70.8180,Fri:08:00-18:00; Mon:08:00-19:00; Sat:09:00-17:00; Sun:11:00-16:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; ,,0
Volkswagen of Eau Claire,402650,5201 Fairview Dr,,Eau Claire,WI,54701,USA,7158521450,44.7638,-91.4626,Fri:08:30-17:00; Mon:08:30-19:00; Sat:08:30-17:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
AutoServ Volkswagen,401102,40 E Main St,,Tilton,NH,03276,USA,6032863141,43.4507,-71.5734,Fri:08:00-20:00; Mon:08:00-20:00; Sat:08:00-17:00; Sun:10:00-17:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; ,,0
Hoy Volkswagen of El Paso,420001,1122 Airway Blvd,,El Paso,TX,79925,USA,8555765711,31.7802,-106.3910,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Volkswagen of Rochester,401111,20 Farmington Rd,,Rochester,NH,03867,USA,8554424770,43.3239,-71.0016,Fri:08:30-18:00; Mon:08:30-19:00; Sat:09:00-17:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
Mankato Volkswagen,402425,1815 Madison Ave,,Mankato,MN,56001,USA,5072004575,44.1661,-93.9553,Fri:08:30-18:00; Mon:08:30-20:00; Sat:08:30-17:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Halbinsel Volkswagen,402802,200 North 30th Street,,Escanaba,MI,49829,USA,9067899650,45.7472,-87.0894,Fri:09:00-18:00; Mon:09:00-18:00; Sat:09:00-15:00; Thu:09:00-18:00; Tue:09:00-18:00; Wed:09:00-18:00; Sun:closed; ,,0
Rudolph Volkswagen of El Paso,420002,5505 S Desert Blvd,,El Paso,TX,79932,USA,9158458500,31.8570,-106.5770,Fri:07:00-18:00; Mon:07:00-18:00; Sat:07:00-18:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Shearer VW of South Burlington,401306,1030 Shelburne Rd,,South Burlington,VT,05403,USA,8886581130,44.4405,-73.2094,Fri:09:00-18:00; Mon:09:00-19:00; Sat:09:00-17:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Walker Volkswagen,401313,2287 Berlin State Hwy,,Barre,VT,05641,USA,8554740740,44.2323,-72.5545,Fri:07:30-17:00; Mon:07:30-17:00; Thu:07:30-17:00; Tue:07:30-17:00; Wed:07:30-17:00; Sun:closed; Sat:closed; ,,0
"Burnsville Volkswagen, Inc.",402415,14550 Buck Hill Rd,,Burnsville,MN,55306,USA,6124247353,44.7394,-93.2856,Fri:07:00-18:00; Mon:07:00-21:00; Sat:08:00-17:00; Thu:07:00-21:00; Tue:07:00-21:00; Wed:07:00-21:00; Sun:closed; ,,0
Prime Volkswagen,401425,784 Portland Rd,,Saco,ME,04072,USA,2072832900,43.5297,-70.4272,Fri:09:00-18:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Volkswagen of Inver Grove,402428,1325 50th St E,,Inver Grove Heights,MN,55077,USA,6514044430,44.8805,-93.0788,Fri:08:30-18:00; Mon:08:30-20:00; Sat:08:30-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
"Sisbarro Autoworld, Inc.",420314,1115 S Valley Dr,,Las Cruces,NM,88005,USA,8773610470,32.2954,-106.7870,Fri:08:00-19:00; Mon:08:00-19:00; Sat:08:00-18:00; Sun:11:00-17:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; ,,0
Graham Automotive,402503,801 W 41st St,,Sioux Falls,SD,57105,USA,6053363655,43.5145,-96.7356,Fri:08:00-18:00; Mon:08:00-19:00; Sat:08:00-17:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Schmelz Countryside Volkswagen,402402,1180 Highway 36 E,,Maplewood,MN,55109,USA,6512434383,45.0111,-93.0509,Fri:08:30-18:00; Mon:08:30-20:30; Sat:09:00-18:00; Thu:08:30-20:30; Tue:08:30-20:30; Wed:08:30-20:30; Sun:closed; ,,0
Luther West Side Volkswagen,402408,2370 Highway 100 S,,Saint Louis Park,MN,55416,USA,6123263925,44.9599,-93.3462,Fri:08:30-18:00; Mon:08:30-21:00; Sat:08:30-17:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; Sun:closed; ,,0
Morong Falmouth Volkswagen,401404,187 Us Route 1,,Falmouth,ME,04105,USA,2077814020,43.7161,-70.2327,Fri:08:00-18:00; Mon:08:00-19:00; Sat:08:00-17:00; Thu:08:00-20:00; Tue:08:00-19:00; Wed:08:00-19:00; Sun:closed; ,,0
Brookdale Volkswagen,402409,6801 Brooklyn Boulevard,,Brooklyn Center,MN,55429,USA,7632194847,45.0786,-93.3366,Fri:09:00-18:00; Mon:09:00-21:00; Sat:09:00-17:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
Morong Brunswick,401419,314 Bath Rd,,Brunswick,ME,04011,USA,8557321118,43.9118,-69.8963,Fri:08:00-17:00; Mon:08:00-17:00; Thu:08:00-17:00; Tue:08:00-17:00; Wed:08:00-17:00; Sun:closed; Sat:closed; ,,0
Garcia Volkswagen of Santa Fe,420324,2560 Camino Edward Ortiz,,Santa Fe,NM,87507,USA,5059132950,35.6339,-106.0230,Fri:09:00-18:00; Mon:09:00-18:00; Sat:09:00-18:00; Thu:09:00-18:00; Tue:09:00-18:00; Wed:09:00-18:00; Sun:closed; ,,0
Rowe Volkswagen,401420,699 Center Street,,Auburn,ME,04210,USA,2077842321,44.1271,-70.2239,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-16:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Uptown Volkswagen,420312,8201 Lomas Blvd Ne,,Albuquerque,NM,87110,USA,5052605058,35.0879,-106.5550,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-19:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
University Volkswagen,420309,5150 Ellison St NE,,Albuquerque,NM,87109,USA,5052187486,35.1601,-106.5890,Fri:08:30-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:12:00-17:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
O'Connor Volkswagen,401426,188 Riverside Drive,,Augusta,ME,04330,USA,8552088729,44.3291,-69.7637,Fri:08:00-19:00; Mon:08:00-19:00; Sat:08:00-17:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; Sun:closed; ,,0
"Eich Motor Company, Inc.",402406,1931 W Division St,,Saint Cloud,MN,56301,USA,3202511737,45.5543,-94.1798,Fri:07:30-17:00; Mon:07:30-19:00; Sat:08:30-15:00; Thu:07:30-19:00; Tue:07:30-19:00; Wed:07:30-19:00; Sun:closed; ,,0
"Thompson Volkswagen, Inc.",401412,347 Main Street,,Waterville,ME,04903,USA,8663086243,44.5684,-69.6381,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Bob Penkhus Volkswagen,420101,1101 Motor City Dr,,Colorado Springs,CO,80905,USA,8552744262,38.8197,-104.8360,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Mike Maroone VW N Colorado Springs,420149,1580 Auto Mall Loop,,Colorado Springs,CO,80920,USA,7192581001,38.9528,-104.7940,,,0
Volkswagen of Duluth,402420,4735 Mall Dr,,Hermantown,MN,55811,USA,2187226989,46.8152,-92.1791,Fri:07:30-17:00; Mon:07:30-17:00; Thu:07:30-17:00; Tue:07:30-17:00; Wed:07:30-17:00; Sun:closed; Sat:closed; ,,0
"Auto Import, Inc.",402405,22 Washington St,,Brainerd,MN,56401,USA,2188293307,46.3578,-94.2089,,,0
"Tynan's Volkswagen, Inc.",420113,700 S Havana St,,Aurora,CO,80012,USA,3039842689,39.7033,-104.8650,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
McDonald Automotive Grp. Volkswagen,420111,6000 S Broadway,,Littleton,CO,80121,USA,3037951100,39.6084,-104.9880,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-19:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Emich Volkswagen,420129,1260 S Colorado Blvd,,Denver,CO,80246,USA,8448595840,39.6939,-104.9400,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
"Darling's, Inc.",401422,403 Hogan Road,,Bangor,ME,04401,USA,8774459872,44.8280,-68.7395,Fri:08:00-19:00; Mon:08:00-19:00; Sat:09:00-18:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; Sun:closed; ,,0
Larry H. Miller Volkswagen Lakewood,420156,8303 W Colfax Ave,,Lakewood,CO,80214,USA,8555524322,39.7406,-105.0900,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-20:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
O'Meara Volkswagen of Thornton,420150,1900 W 104th Ave,,Denver,CO,80234,USA,3039747278,39.8847,-105.0100,Fri:08:30-21:00; Mon:08:30-21:00; Sat:08:30-21:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; Sun:closed; ,,0
Greeley Volkswagen,420144,2605 35th Avenue,,Greeley,CO,80634,USA,9702350554,40.3951,-104.7350,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-20:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Gebhardt Automotive Inc.,420130,2470 49th St,Po Box 17730,Boulder,CO,80301,USA,8449210820,40.0226,-105.2370,Fri:08:30-19:00; Mon:08:30-19:00; Sat:09:00-18:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
"Ed Carroll Motor Co., Inc.",420112,3003 S College Ave,,Fort Collins,CO,80525,USA,9702263000,40.5463,-105.0780,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
"Valley Imports, Inc.",402707,402 40th St S,,Fargo,ND,58103,USA,7012771777,46.8709,-96.8449,Fri:08:00-18:00; Mon:08:00-19:00; Sat:09:00-17:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; Sun:closed; ,,0
Glenwood Springs Volkswagen,420114,100 Riverine Rd,,Glenwood Springs,CO,81601,USA,8663081836,39.5608,-107.3660,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; ,,0
Chapman Volkswagen,422234,4500 E 22nd St,,Tucson,AZ,85711,USA,5207481000,32.2065,-110.8960,Fri:08:00-20:00; Mon:08:00-20:00; Sat:08:00-18:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; Sun:closed; ,,0
Larry H. Miller Volkswagen Tucson,422236,900 W Auto Mall Dr,,Tucson,AZ,85705,USA,8553469519,32.2870,-110.9880,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-17:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Liberty Volkswagen,420704,600 Cambell St.,,Rapid City,SD,57701,USA,6057216060,44.0769,-103.1910,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-17:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Grand Junction Volkswagen,420138,653 Market St,,Grand Junction,CO,81505,USA,9702556677,39.0982,-108.6070,Fri:07:30-17:30; Mon:07:30-17:30; Sat:08:00-17:00; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; ,,0
San Tan Volkswagen,422222,1489 E Motorplex Loop,,Gilbert,AZ,85297,USA,8665698577,33.2887,-111.7590,Fri:08:00-20:00; Mon:08:00-20:00; Sat:08:00-20:00; Sun:10:00-18:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; ,,0
Fremont Volkswagen,420504,6001 E 2nd St,,Casper,WY,82609,USA,3072028114,42.8423,-106.2370,Fri:08:00-18:00; Mon:08:00-18:00; Sat:09:00-17:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Berge Volkswagen,422207,385 W Baseline Rd,,Gilbert,AZ,85233,USA,8777317012,33.3782,-111.8410,Fri:08:00-18:00; Mon:08:00-18:00; Sat:08:00-17:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Volkswagen of Bismarck,402700,914 NE 57th Avenue,,Bismarck,ND,58504,USA,7012581944,46.8680,-100.7760,Fri:08:00-20:00; Mon:08:30-20:00; Sat:08:30-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Chapman Volkswagen,422228,6601 E Mcdowell Rd,,Scottsdale,AZ,85257,USA,4804243560,33.4646,-111.9380,Fri:08:00-21:00; Mon:08:00-21:00; Sat:08:00-19:00; Sun:10:00-17:00; Thu:08:00-21:00; Tue:08:00-21:00; Wed:08:00-21:00; ,,0
Volkswagen North Scottsdale,422231,7001 E Chauncey Ln,,Phoenix,AZ,85054,USA,8777041164,33.6509,-111.9300,Fri:08:00-20:00; Mon:08:00-20:00; Sat:08:00-18:00; Sun:10:00-17:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; ,,0
Camelback Volkswagen,422238,1499 E. Camelback Road,,Phoenix,AZ,85014,USA,8448719464,33.5089,-112.0500,Fri:08:00-20:00; Mon:08:00-20:00; Sat:08:00-20:00; Sun:10:00-18:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; ,,0
Findlay Volkswagen,422201,5160 North Test Drive,,Flagstaff,AZ,86004,USA,9282165032,35.2235,-111.5680,Fri:08:00-19:00; Mon:08:00-19:00; Sat:08:00-19:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; Sun:closed; ,,0
Larry H. Miller Volkswagen Avondale,422232,10205 W Papago Fwy,,Avondale,AZ,85323,USA,8883265996,33.4599,-112.2820,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-17:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Lunde's Peoria Volkswagen,422202,8801 W Bell Rd,,Peoria,AZ,85382,USA,8442854840,33.6374,-112.2490,Fri:08:30-20:00; Mon:08:30-20:00; Sat:09:00-18:00; Sun:11:00-17:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Prescott German Car Service,422753,710 Ruth Avenue,,Prescott,AZ,86301,USA,9282379959,34.553487,-112.477487,Mon:07:30-17:00; Tue:07:30-17:00; Wed:07:30-17:00; Thu:07:30-17:00; Fri:07:30-17:00; Sat:closed; Sun:closed; ,,0
Ken Garff Motors,419404,195 E University Pkwy,,Orem,UT,84058,USA,8012280482,40.2736,-111.6910,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Findlay Volkswagen,419410,1333 South Sunland Dr.,,St. George,UT,84790,USA,8449210062,37.0851,-113.5800,Fri:08:00-19:00; Mon:08:00-19:00; Sat:08:00-19:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; Sun:closed; ,,0
Volkswagen SouthTowne,419419,10968 S 290 W,,South Jordan,UT,84095,USA,8019885825,40.5543,-111.8980,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
"Strong Volkswagen, Inc.",419400,1070 South Main Street,,Salt Lake City,UT,84101,USA,8015962200,40.7459,-111.8920,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-14:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Cutrubus Motors Volkswagen,419420,1230 N Main St,,Layton,UT,84041,USA,8015445878,41.0790,-111.9830,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Murdock Volkswagen of Logan,419427,3181 N Main St,,Logan,UT,84341,USA,4357993500,41.7907,-111.8350,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-15:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Imperial Valley Volkswagen,422129,2381 Highway 86,,Imperial,CA,92251,USA,7606790000,32.8176,-115.5710,Fri:08:00-18:00; Mon:08:00-18:00; Sat:08:00-17:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Volkswagen Billings,419235,4040 King Ave W,,Billings,MT,59106,USA,4066557500,45.7545,-108.6190,Fri:08:00-19:00; Mon:08:00-19:00; Sat:09:00-19:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; Sun:closed; ,,0
Findlay Volkswagen,422600,983 Auto Show Dr,,Henderson,NV,89014,USA,7025586600,36.0442,-115.0270,Fri:07:00-20:00; Mon:07:00-20:00; Sat:08:00-17:00; Thu:07:00-20:00; Tue:07:00-20:00; Wed:07:00-20:00; Sun:closed; ,,0
AutoNation Volkswagen Las Vegas,422607,6375 W Sahara Ave,,Las Vegas,NV,89146,USA,7026055802,36.1432,-115.2310,Fri:07:00-19:00; Mon:07:00-19:00; Sat:08:00-18:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Findlay North Volkswagen,422606,7500 W Azure Dr,,Las Vegas,NV,89130,USA,7029824800,36.2755,-115.2600,Fri:07:00-19:00; Mon:07:00-19:00; Sat:07:00-16:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Coachella Valley Volkswagen,422518,79050 Varner Road,,Indio,CA,92203,USA,8776290222,33.7561,-116.2850,Fri:07:00-18:00; Mon:07:00-18:00; Sat:07:00-16:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Volkswagen of Palm Springs,422517,67909 East Palm Canyon Drive,,Cathedral City,CA,92234,USA,7607701100,33.7848,-116.4780,Fri:07:00-17:30; Mon:07:00-17:30; Sat:07:00-15:00; Thu:07:00-17:30; Tue:07:00-17:30; Wed:07:00-17:30; Sun:closed; ,,0
Teton Volkswagen,419120,2220 W Sunnyside Rd,,Idaho Falls,ID,83402,USA,2085224501,43.4695,-112.0750,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-20:00; Sun:10:00-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Mossy Volkswagen El Cajon,422133,300 El Cajon Blvd,,El Cajon,CA,92020,USA,6194015000,32.7929,-116.9700,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
South Bay Volkswagen,422580,3131 National City Blvd,,National City,CA,91950,USA,6193364020,32.6557,-117.0980,Fri:08:30-21:00; Mon:08:30-21:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
Volkswagen Kearny Mesa,422563,8040 Balboa Ave,,San Diego,CA,92111,USA,8445647082,32.8229,-117.1500,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:10:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Mossy Volkswagen,422134,1695 Auto Park Way,,Escondido,CA,92029,USA,7607457551,33.1153,-117.1080,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
City Volkswagen,422540,2111 Morena Blvd,,San Diego,CA,92110,USA,8663080567,32.7850,-117.2060,Fri:08:30-21:00; Mon:08:30-21:00; Sat:08:30-21:00; Sun:10:00-19:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
Volkswagen of Murrieta,422128,41300 Date St,,Murrieta,CA,92562,USA,9512238562,33.5324,-117.1710,Fri:08:30-21:00; Mon:08:30-21:00; Sat:09:00-20:00; Sun:10:00-20:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
"Herman Cook Volkswagen, Inc.",422188,1435 Encinitas Blvd,,Encinitas,CA,92024,USA,8556378636,33.0456,-117.2580,Fri:07:00-18:00; Mon:07:00-18:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; Sat:closed; ,,0
Volkswagen of Moreno Valley,422140,27750 Eucalyptus Ave,,Moreno Valley,CA,92555,USA,8556682589,33.9380,-117.1780,Fri:08:30-21:30; Mon:08:30-21:00; Sat:09:00-21:30; Sun:09:30-21:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
Bob Baker Volkswagen,422531,5500 Paseo Del Norte,,Carlsbad,CA,92008,USA,7608045000,33.1301,-117.3250,Fri:08:30-21:00; Mon:08:30-21:00; Sat:08:30-19:00; Sun:09:00-18:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
