store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
ROSES ,,4215 NORTH GEORGE STREET EXT MANCHESTER PA,,,Pennsylvania,,United States, 717-266-4734,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES ,,50 QUEEN CITY DR CUMBERLAND MD,,,Pennsylvania,,United States, 301-724-1345,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES ,,501 ADAMS AVENUE UNIT 1B PHILADELPHIA PA,,,Pennsylvania,,United States, 215-745-1641,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES ,,3450 OLD ANNAPOLIS RD BALTIMORE MD,,,Pennsylvania,,United States, 410-636-7947,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES ,,3221 LEECHBURG ROAD LOWER BURRELL PA,,,Pennsylvania,,United States, 724-339-5520,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES ,,5105 RITCHIE HIGHWAY BROOKLYN MD,,,Pennsylvania,,United States, 410-636-3001,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES ,,10701 NEW GEORGES CREEK ROAD SW FROSTBURG MD,,,Pennsylvania,,United States, 301-687-0247,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES ,,7387 BALTIMORE-ANNAPOLIS BLVD. GLEN BURNIE MD,,,Pennsylvania,,United States, 410-863-7256,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES ,,1258 HOFFMAN BOULEVARD WEST MIFFLIN PA,,,Pennsylvania,,United States, 412-461-6423,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
ROSES EXPRESS ,,84 GLENWOOD AVE SMYRNA DE,,,Pennsylvania,,United States, 302-653-0834,40.9042486,-77.8280624,Sunday - 10:00AM - 8:00PM  ;Monday - 9:00AM - 9:00PM   ;Tuesday - 9:00AM - 9:00PM   ;Wednesday - 9:00AM - 9:00PM   ;Thursday - 9:00AM - 9:00PM   ;Friday - 9:00AM - 9:00PM   ;Saturday - 9:00AM - 9:00PM,,0
